"iso_3166","iso_3166_2","period_start_date","period_end_date","disease","nesting_disease","basal_disease","cases_this_period","location","location_type","time_scale","historical_disease","historical_disease_family","historical_disease_subclass","days_this_period","period_mid_date","population","record_origin","original_dataset_id","digitization_id","scan_id"
"CA","CA-ON","1974-06-30","1974-07-06","measles","","measles",0,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-07-03",8261244,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-07-07","1974-07-13","measles","","measles",176,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-07-10",8263459,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-07-14","1974-07-20","measles","","measles",41,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-07-17",8265675,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-07-21","1974-07-27","measles","","measles",15,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-07-24",8267890,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-07-28","1974-08-03","measles","","measles",8,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-07-31",8270106,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-08-04","1974-08-10","measles","","measles",25,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-08-07",8272321,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-08-11","1974-08-17","measles","","measles",11,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-08-14",8274536,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-08-18","1974-08-24","measles","","measles",3,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-08-21",8276752,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-08-25","1974-08-31","measles","","measles",6,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-08-28",8278967,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-09-01","1974-09-07","measles","","measles",19,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-09-04",8281183,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-09-08","1974-09-14","measles","","measles",6,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-09-11",8283398,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-09-15","1974-09-21","measles","","measles",7,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-09-18",8285614,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part3"
"CA","CA-ON","1974-09-22","1974-09-28","measles","","measles",30,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-09-25",8287829,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part4"
"CA","CA-ON","1974-09-29","1974-10-05","measles","","measles",36,"Ontario","province","wk","Measles","Other virus diseases","",7,"1974-10-02",8290045,"historical","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_prov","cdi_ca_1974_wk_province_dbs_Part4"
