"iso_3166","iso_3166_2","period_start_date","period_end_date","disease","nesting_disease","basal_disease","cases_this_period","location","location_type","time_scale","historical_disease","historical_disease_family","historical_disease_subclass","days_this_period","period_mid_date","population","record_origin","original_dataset_id","digitization_id","scan_id"
"CA","CA-ON","2013-04-21","2013-04-27","influenza","","influenza",57,"ONT.","province","wk","influenza","","",7,"2013-04-24",13542959,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-04-28","2013-05-04","influenza","","influenza",45,"ONT.","province","wk","influenza","","",7,"2013-05-01",13545007,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-05-05","2013-05-11","influenza","","influenza",19,"ONT.","province","wk","influenza","","",7,"2013-05-08",13547054,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-05-12","2013-05-18","influenza","","influenza",14,"ONT.","province","wk","influenza","","",7,"2013-05-15",13549102,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-05-19","2013-05-25","influenza","","influenza",11,"ONT.","province","wk","influenza","","",7,"2013-05-22",13551150,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-05-26","2013-06-01","influenza","","influenza",5,"ONT.","province","wk","influenza","","",7,"2013-05-29",13553197,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-06-02","2013-06-08","influenza","","influenza",3,"ONT.","province","wk","influenza","","",7,"2013-06-05",13555245,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-06-09","2013-06-15","influenza","","influenza",2,"ONT.","province","wk","influenza","","",7,"2013-06-12",13557293,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-06-16","2013-06-22","influenza","","influenza",1,"ONT.","province","wk","influenza","","",7,"2013-06-19",13559340,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-06-23","2013-06-29","influenza","","influenza",0,"ONT.","province","wk","influenza","","",7,"2013-06-26",13561388,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
